Control ,Demography/Community,Demography/Respondent-Sex,Demography/Respondent-age,Demography/Status,Demography/highest_education,HH-Composition/hhsize,HH-Composition/no_male,HH-Composition/no_female,HH-Composition/no-infants,HH-Composition/children-under6-months,HH-Composition/children-6-23months,HH-Composition/children-24-59months,HH-Composition/First-child-age,AGE of CHILD,HH-Composition/First-child-MUAC,MUAC,HH-Composition/orphan,HH-Composition/no-elderly-people1,HH-Composition/lactating_women,HH-Composition/0-lactating_women,HH-Composition/pregnant_woman,HH-Composition/chronicall-ill,HH-Composition/no-chronicall-ill-person,HH-Composition/disability,HH-Composition/physically_challenge,HH-Composition/no-physically_challenged,HH-Composition/woman,HH-Composition/reproductive_woman,FCS Categories,hhs/Calculated_HHS,RCSI/RCSI
1,Shuwari,Male,40,returnee,No-Formal education,4,2,2,2,0,1,1,23,6-23,15,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,22
1,Shuwari,Female,35,returnee,Senior-Secondary,12,5,7,3,1,0,2,24,24-59,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
0,Shuwari,Female,40,idp,No-Formal education,3,0,3,1,0,0,1,28,24-59,15,>12.5,1,1,0,0,0,0,0,3,2,2,1,0,Poor,Severe Hunger,32
0,Shuwari,Male,40,idp,No-Formal education,11,4,7,5,1,2,2,12,6-23,13,>12.5,0,0,1,2,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
1,Shuwari,Male,60,idp,No-Formal education,10,5,5,4,2,1,1,7,6-23,11.1,<11.5,1,0,1,1,0,1,0,0,0,0,1,1,Borderline,Moderate Hunger,20
1,Shuwari,Male,52,returnee,Primary,8,6,2,2,0,1,1,24,24-59,12.5,11.5-12.5,1,0,1,1,1,1,1,2,2,2,1,1,Poor,Moderate Hunger,21
0,Shuwari,Male,40,idp,No-Formal education,10,3,7,3,1,1,1,12,6-23,15,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
0,Shuwari,Male,32,returnee,Senior-Secondary,8,4,4,2,1,0,1,43,24-59,13,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,25
1,Alkaleri,Female,37,idp,No-Formal education,9,6,3,3,0,1,2,59,24-59,15,>12.5,0,0,1,1,0,0,0,2,2,2,0,0,Acceptable,Little to no hunger,11
0,Damboa-Central,Female,33,returnee,Junior-Secondary,8,3,5,2,0,1,1,24,24-59,12.5,11.5-12.5,0,2,0,0,1,0,0,0,0,0,1,1,Borderline,Severe Hunger,26
0,Damboa-Central,Male,46,idp,No-Formal education,8,3,5,3,0,1,2,20,6-23,12.8,>12.5,0,1,1,1,0,1,1,1,1,0,1,1,Borderline,Moderate Hunger,13
1,Kachala-Burari-Kura,Female,36,returnee,No-Formal education,4,2,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
1,Damboa-Central,Male,44,returnee,Senior-Secondary,8,4,4,2,0,1,1,15,6-23,12.5,11.5-12.5,0,1,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
0,Shuwari,Male,40,idp,No-Formal education,9,3,6,4,1,1,2,25,24-59,15,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Damboa-Central,Male,52,returnee,No-Formal education,9,4,5,2,0,1,1,19,6-23,12.5,11.5-12.5,0,1,0,0,1,0,0,1,1,0,1,1,Borderline,Severe Hunger,26
1,Shuwari,Male,27,returnee,Senior-Secondary,3,2,1,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,26
1,Damboa-Central,Male,37,idp,Senior-Secondary,5,1,4,3,0,2,1,24,24-59,12.8,>12.5,1,0,1,1,0,1,1,1,1,0,1,1,Borderline,Moderate Hunger,15
0,Shuwari,Female,37,host,No-Formal education,9,4,5,2,0,1,1,24,24-59,13.4,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
1,Shuwari,Male,30,idp,Primary,7,2,5,2,0,1,1,24,24-59,13,>12.5,1,1,0,0,0,0,0,1,1,0,1,0,Borderline,Moderate Hunger,14
1,Kachala-Burari-Kura,Male,57,host,No-Formal education,5,3,2,2,1,1,0,23,6-23,12.6,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
1,Shuwari,Male,45,returnee,No-Formal education,13,5,8,2,1,0,1,45,24-59,12,11.5-12.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Little to no hunger,24
1,Shuwari,Male,50,idp,No-Formal education,6,4,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
1,Shuwari,Male,40,host,No-Formal education,9,4,5,3,0,2,1,30,24-59,12,11.5-12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,25
0,Kachala-Burari-Kura,Male,30,idp,No-Formal education,4,2,2,2,0,1,1,20,6-23,12,11.5-12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,21
0,Abatchari,Male,42,returnee,No-Formal education,7,3,4,2,0,1,1,7,6-23,15.1,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,2
0,Kachala-Burari-Kura,Male,40,idp,No-Formal education,6,2,4,2,1,1,0,12,6-23,12.6,>12.5,0,1,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
1,Abatchari,Female,35,idp,No-Formal education,7,3,4,1,0,0,1,26,24-59,15.2,>12.5,1,0,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,10
1,Abatchari,Male,56,idp,No-Formal education,8,3,5,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,9
0,Shuwari,Male,50,idp,No-Formal education,7,4,3,1,0,0,1,56,24-59,15,>12.5,1,0,0,0,0,0,0,1,1,0,1,0,Borderline,Moderate Hunger,27
0,Kachala-Burari-Kura,Male,50,idp,Higher-Education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,8
0,Kachala-Burari-Kura,Male,30,idp,No-Formal education,3,1,2,1,0,0,1,24,24-59,14.7,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
0,Abatchari,Male,60,idp,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,1,1,0,1,1,Acceptable,Moderate Hunger,7
0,Abatchari,Male,35,idp,No-Formal education,3,1,2,1,0,0,1,44,24-59,17,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,0
1,Damboa-Central,Female,36,idp,No-Formal education,9,5,4,3,2,1,0,7,6-23,12.5,11.5-12.5,1,2,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,25
1,Damboa-Central,Female,60,idp,No-Formal education,13,7,6,3,1,1,1,6,0-6,12.6,>12.5,0,1,1,1,0,1,1,1,1,0,1,1,Borderline,Moderate Hunger,16
0,Damboa-Central,Female,45,host,No-Formal education,5,3,2,1,0,0,1,59,24-59,12.5,11.5-12.5,0,1,0,0,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,27
1,Kachala-Burari-Kura,Male,30,idp,No-Formal education,4,2,2,1,0,1,0,23,6-23,13.7,>12.5,1,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
1,Kachala-Burari-Kura,Male,48,returnee,Senior-Secondary,9,5,4,2,0,1,1,23,6-23,14,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,0
1,Kachala-Burari-Kura,Female,65,idp,No-Formal education,5,1,4,0,0,0,0,0,0-6,0,<11.5,1,2,0,0,0,0,0,1,1,0,1,0,Poor,Moderate Hunger,15
1,Damboa-Central,Male,30,returnee,Senior-Secondary,3,1,2,1,0,1,0,24,24-59,14.6,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,4
0,Damboa-Central,Female,40,returnee,No-Formal education,7,5,2,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,13
1,Kachala-Burari-Kura,Male,45,host,No-Formal education,10,4,6,2,1,0,1,26,24-59,14.5,>12.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
0,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,4,2,2,2,0,1,1,23,6-23,14.7,>12.5,0,2,0,0,1,1,1,0,0,0,1,1,Poor,Moderate Hunger,26
1,Alkaleri,Female,45,idp,No-Formal education,6,3,3,3,0,1,2,36,24-59,15,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,13
0,Kachala-Burari-Kura,Male,42,returnee,Junior-Secondary,5,3,2,1,0,1,0,23,6-23,14.6,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
1,Kachala-Burari-Kura,Male,60,returnee,No-Formal education,14,9,5,2,0,1,1,11,6-23,13,>12.5,0,1,1,2,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,8
1,Kachala-Burari-Kura,Female,40,returnee,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,12
1,Abatchari,Male,55,returnee,No-Formal education,6,4,2,1,0,0,1,48,24-59,16.4,>12.5,0,1,0,0,0,0,0,4,1,0,0,0,Poor,Moderate Hunger,11
0,Damboa-Central,Male,45,idp,Higher-Education,9,7,2,3,1,1,1,6,0-6,13.5,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,7
0,Damboa-Central,Male,57,idp,No-Formal education,6,3,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,4
1,Damboa-Central,Male,65,idp,No-Formal education,5,2,3,1,0,0,1,56,24-59,16,>12.5,0,2,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,13
0,Damboa-Central,Male,42,host,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,31
1,Shuwari,Male,56,host,Primary,14,6,8,2,0,0,2,59,24-59,15,>12.5,0,0,0,0,1,0,0,1,1,0,0,0,Poor,Moderate Hunger,16
1,Kachala-Burari-Kura,Male,55,host,No-Formal education,4,1,3,2,0,1,1,8,6-23,12.5,11.5-12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,0
0,Shuwari,Female,35,idp,No-Formal education,10,5,5,3,0,1,2,23,6-23,12.5,11.5-12.5,0,2,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
0,Abatchari,Male,33,idp,No-Formal education,5,3,2,1,0,0,1,24,24-59,14.7,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,7
1,Damboa-Central,Female,60,idp,No-Formal education,10,3,7,2,0,1,1,24,24-59,12.5,11.5-12.5,1,1,0,0,0,1,1,0,0,0,1,0,Poor,Moderate Hunger,38
0,Damboa-Central,Female,30,idp,No-Formal education,7,4,3,3,1,0,2,6,0-6,12.7,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
0,Damboa-Central,Male,36,returnee,Senior-Secondary,5,1,4,2,0,1,1,20,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Severe Hunger,24
1,Kachala-Burari-Gana,Male,35,host,Senior-Secondary,6,2,4,1,0,1,0,12,6-23,16.3,>12.5,0,1,1,1,0,0,0,2,2,2,0,0,Poor,Moderate Hunger,6
0,Damboa-Central,Male,46,idp,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,15
1,Damboa-Central,Male,35,idp,No-Formal education,7,3,4,3,1,0,2,6,0-6,12.5,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,26
0,Kachala-Burari-Gana,Male,35,returnee,Junior-Secondary,5,3,2,2,0,1,1,12,6-23,14.2,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,2
1,Damboa-Central,Male,53,returnee,No-Formal education,5,3,2,0,0,0,0,0,0-6,0,<11.5,1,2,0,0,1,0,0,1,1,0,1,1,Borderline,Severe Hunger,40
0,Kachala-Burari-Gana,Male,33,idp,Senior-Secondary,10,5,5,2,1,0,1,6,0-6,12.3,11.5-12.5,1,3,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
1,Damboa-Central,Female,30,returnee,Primary,5,4,1,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,1,1,0,0,0,1,1,Poor,Moderate Hunger,15
0,Kachala-Burari-Gana,Male,35,idp,No-Formal education,5,4,1,2,0,1,1,17,6-23,14.2,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,16
1,Kachala-Burari-Gana,Male,40,idp,Primary,10,5,5,3,1,1,1,12,6-23,14.3,>12.5,1,0,1,1,0,1,1,0,0,0,1,1,Acceptable,Little to no hunger,0
0,Kachala-Burari-Kura,Male,51,idp,No-Formal education,5,1,4,2,1,0,1,36,24-59,14.5,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,20
0,Kachala-Burari-Gana,Male,55,returnee,No-Formal education,10,5,5,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,1,0,Poor,Moderate Hunger,7
0,Kachala-Burari-Gana,Male,37,idp,No-Formal education,9,3,6,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,10
1,Damboa-Central,Female,55,returnee,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,13
1,Alkaleri,Male,53,host,Higher-Education,24,14,10,5,1,3,1,36,24-59,15,>12.5,1,2,1,1,0,1,1,1,1,0,1,1,Acceptable,Little to no hunger,20
0,Damboa-Central,Male,42,returnee,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,26
1,Kachala-Burari-Gana,Male,61,returnee,No-Formal education,9,4,5,1,0,0,1,59,24-59,14.7,>12.5,1,0,0,0,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,13
0,Damboa-Central,Male,39,returnee,No-Formal education,5,2,3,2,0,1,1,30,24-59,12.4,11.5-12.5,0,0,0,0,1,1,1,1,1,0,1,1,Poor,Moderate Hunger,30
1,Damboa-Central,Male,47,returnee,Higher-Education,5,3,2,1,0,0,1,36,24-59,12.5,11.5-12.5,0,0,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,26
1,Damboa-Central,Male,45,idp,Junior-Secondary,6,3,3,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,26
0,Damboa-Central,Male,53,returnee,No-Formal education,9,3,6,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,34
1,Kachala-Burari-Gana,Male,40,idp,No-Formal education,5,3,2,2,0,1,1,59,24-59,13.3,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,18
0,Abatchari,Male,40,returnee,No-Formal education,9,6,3,2,0,1,1,24,24-59,15.2,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,18
1,Abatchari,Male,52,host,No-Formal education,9,5,4,1,0,1,0,17,6-23,17.1,>12.5,0,1,0,0,0,0,0,4,1,0,1,1,Poor,Moderate Hunger,12
0,Kachala-Burari-Gana,Male,48,returnee,No-Formal education,8,5,3,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,9
1,Kachala-Burari-Gana,Male,35,returnee,Senior-Secondary,5,3,2,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,1,1,0,0,0,Poor,Moderate Hunger,15
1,Kachala-Burari-Gana,Male,40,idp,No-Formal education,8,3,5,2,1,0,1,6,0-6,13.2,>12.5,0,2,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
0,Damboa-Central,Male,30,returnee,No-Formal education,6,3,3,3,1,0,2,9,6-23,12.5,11.5-12.5,0,2,1,1,0,1,1,1,1,0,1,1,Borderline,Moderate Hunger,16
1,Abatchari,Male,35,host,No-Formal education,7,2,5,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,0
0,Kachala-Burari-Gana,Male,40,idp,No-Formal education,10,4,6,2,0,1,1,23,6-23,14.5,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Borderline,Moderate Hunger,19
0,Shuwari,Female,30,host,No-Formal education,5,3,2,2,0,1,1,15,6-23,12,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
0,Kachala-Burari-Kura,Male,40,idp,No-Formal education,6,3,3,2,1,1,0,15,6-23,13.6,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Kachala-Burari-Gana,Male,37,idp,No-Formal education,10,7,3,2,1,1,0,6,0-6,14.5,>12.5,1,3,1,1,0,0,0,1,1,0,0,0,Borderline,Moderate Hunger,10
0,Kachala-Burari-Kura,Male,30,returnee,No-Formal education,4,3,1,2,0,1,1,12,6-23,12,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
1,Damboa-Central,Male,42,idp,No-Formal education,9,3,6,2,0,1,1,18,6-23,12.5,11.5-12.5,1,0,0,0,1,0,0,1,1,0,1,1,Poor,Moderate Hunger,36
1,Alkaleri,Female,40,returnee,No-Formal education,3,2,1,2,0,1,1,36,24-59,14,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Borderline,Little to no hunger,20
0,Kachala-Burari-Gana,Male,60,idp,No-Formal education,8,3,5,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,1,1,0,0,0,Borderline,Moderate Hunger,23
1,Damboa-Central,Male,60,idp,No-Formal education,7,4,3,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,20
0,Kachala-Burari-Gana,Female,21,idp,No-Formal education,4,2,2,2,1,0,1,6,0-6,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Severe Hunger,11
1,Damboa-Central,Male,35,returnee,No-Formal education,6,3,3,3,1,1,1,6,0-6,12.5,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,25
0,Damboa-Central,Male,54,returnee,No-Formal education,6,2,4,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,19
0,Kachala-Burari-Gana,Male,34,returnee,Primary,9,5,4,3,1,1,1,22,6-23,13.4,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,25
0,Damboa-Central,Male,57,returnee,No-Formal education,6,2,4,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,0,Poor,Moderate Hunger,12
1,Damboa-Central,Male,32,idp,Senior-Secondary,5,2,3,2,1,0,1,8,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,33
1,Damboa-Central,Male,38,returnee,No-Formal education,5,1,4,2,1,1,0,6,0-6,12.6,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,12
1,Kachala-Burari-Kura,Male,48,idp,No-Formal education,13,4,9,1,0,0,1,30,24-59,15.5,>12.5,0,0,0,0,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,23
1,Kachala-Burari-Kura,Female,30,returnee,No-Formal education,6,4,2,2,0,1,1,10,6-23,12.5,11.5-12.5,0,1,1,1,0,1,1,0,0,0,1,1,Borderline,Moderate Hunger,16
1,Kachala-Burari-Kura,Male,30,idp,No-Formal education,12,4,8,4,0,2,2,12,6-23,12,11.5-12.5,0,1,1,2,0,1,2,0,0,0,1,1,Borderline,Moderate Hunger,19
1,Kachala-Burari-Gana,Male,43,returnee,No-Formal education,7,3,4,2,1,0,1,24,24-59,13.5,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,17
0,Damboa-Central,Male,30,idp,No-Formal education,5,2,3,3,1,1,1,6,0-6,12.8,>12.5,1,2,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Abatchari,Female,60,returnee,No-Formal education,6,3,3,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,1,1,0,1,1,Acceptable,Little to no hunger,12
1,Damboa-Central,Female,45,returnee,No-Formal education,4,2,2,1,0,0,1,36,24-59,12.4,11.5-12.5,1,1,1,1,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,34
1,Kachala-Burari-Gana,Male,30,returnee,Higher-Education,6,4,2,2,0,1,1,22,6-23,13.7,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
1,Kachala-Burari-Kura,Male,44,host,No-Formal education,3,2,1,1,0,1,0,23,6-23,14,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
1,Kachala-Burari-Gana,Male,35,returnee,No-Formal education,12,7,5,0,0,0,0,0,0-6,0,<11.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,13
0,Damboa-Central,Male,35,returnee,Senior-Secondary,8,4,4,2,0,1,1,12,6-23,13.7,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,2
1,Kachala-Burari-Gana,Male,80,host,No-Formal education,13,4,9,0,0,0,0,0,0-6,0,<11.5,1,2,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,45
1,Shuwari,Male,40,idp,Primary,20,6,14,3,0,1,2,7,6-23,13.5,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,23
0,Shuwari,Male,55,idp,No-Formal education,10,4,6,1,0,1,0,9,6-23,15,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,21
1,Alkaleri,Female,35,idp,No-Formal education,4,3,1,2,0,1,1,36,24-59,13,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Borderline,Little to no hunger,21
0,Damboa-Central,Female,45,returnee,Primary,5,2,3,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,11
1,Abatchari,Male,45,idp,No-Formal education,8,3,5,3,1,1,1,6,0-6,12.5,11.5-12.5,0,0,1,2,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,7
1,Kachala-Burari-Kura,Male,35,idp,Senior-Secondary,4,2,2,2,1,1,0,18,6-23,12.6,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
1,Damboa-Central,Female,30,returnee,No-Formal education,9,4,5,3,1,1,1,9,6-23,12.5,11.5-12.5,1,9,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,30
1,Damboa-Central,Male,45,idp,No-Formal education,10,8,2,1,0,0,1,48,24-59,12.5,11.5-12.5,1,0,0,0,0,0,0,2,2,2,1,1,Poor,Moderate Hunger,25
1,Kachala-Burari-Gana,Male,35,idp,No-Formal education,5,4,1,2,0,1,1,12,6-23,12.2,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,6
1,Kachala-Burari-Gana,Male,45,idp,No-Formal education,14,7,7,1,1,0,0,0,0-6,0,<11.5,1,1,1,2,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,28
1,Shuwari,Male,35,idp,Primary,7,2,5,3,1,1,1,15,6-23,13,>12.5,1,0,1,1,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,18
1,Damboa-Central,Female,70,returnee,No-Formal education,6,3,3,2,1,0,1,6,0-6,12.3,11.5-12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
0,Kachala-Burari-Kura,Male,35,returnee,No-Formal education,5,2,3,2,1,1,0,14,6-23,13.6,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,9
0,Abatchari,Male,55,idp,No-Formal education,18,8,10,3,1,1,1,6,0-6,13.9,>12.5,1,1,1,2,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,6
1,Kachala-Burari-Kura,Female,30,idp,No-Formal education,3,2,1,1,0,1,0,18,6-23,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,19
1,Kachala-Burari-Kura,Female,65,returnee,No-Formal education,4,2,2,1,1,0,0,0,0-6,0,<11.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
0,Kachala-Burari-Kura,Male,40,returnee,Primary,9,5,4,2,1,0,1,36,24-59,14,>12.5,0,0,1,1,0,1,2,0,0,0,1,1,Borderline,Moderate Hunger,15
0,Kachala-Burari-Kura,Male,50,idp,No-Formal education,10,7,3,3,1,1,1,20,6-23,13,>12.5,0,1,1,1,1,0,0,0,0,0,1,1,Borderline,Little to no hunger,26
1,Damboa-Central,Male,55,idp,No-Formal education,4,1,3,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
1,Aburi,Male,52,returnee,Senior-Secondary,9,5,4,3,1,1,1,7,6-23,12.2,11.5-12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,37
1,Aburi,Male,40,returnee,Senior-Secondary,10,6,4,5,2,2,1,6,0-6,11.5,11.5-12.5,1,0,1,2,1,1,1,1,1,0,1,1,Borderline,Moderate Hunger,19
1,Alkaleri,Male,53,returnee,Senior-Secondary,9,3,6,1,0,0,1,48,24-59,15,>12.5,1,1,0,0,0,0,0,1,1,0,1,1,Acceptable,Little to no hunger,22
1,Aburi,Male,40,idp,No-Formal education,9,3,6,2,1,0,1,6,0-6,12.5,11.5-12.5,1,0,1,2,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
1,Alkaleri,Female,25,idp,Primary,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,0,0,Borderline,Little to no hunger,33
1,Aburi,Female,40,idp,No-Formal education,10,6,4,3,1,0,2,7,6-23,12.8,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,18
1,Alkaleri,Male,40,idp,No-Formal education,8,7,1,3,0,1,2,8,6-23,12,11.5-12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,21
1,Alkaleri,Male,28,idp,Senior-Secondary,6,4,2,1,0,0,1,48,24-59,17,>12.5,0,0,0,0,1,1,1,0,0,0,0,0,Acceptable,Little to no hunger,21
0,Alkaleri,Male,35,returnee,No-Formal education,6,4,2,1,0,1,0,48,24-59,15,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Acceptable,Little to no hunger,31
