Scenario,Store1,Store2,IntentionToSwitch12Months,SelectedStore,Network Provider,FTTC/FTTP,age,Network,TariffType,BB_provider,TV_provider,Store1_exp_key,Store2_exp_key,Store1_Plan,Store1_Addons,Tariff,Store1_TariffSpend,Store1_UpfrontSpend,Store1_AddonsSpend,Store1_DataAllowance,Store1_ContractLength,Store1_TotalMonthlySpend,Store1_Mutation_Upfront,Store1_Mutation_StartingPrice,Store1_Mutation_F1 to F2,Store1_Mutation_F2 to F3,Store1_Mutation_F36 to F55,Store1_Mutation_F55 to F150,Store1_Mutation_F150 to F300,Store1_Mutation_F300 to F500,Store1_Mutation_F500 to F900,Store1_Mutation_Complete WiFi,Store1_Mutation_Hybrid Connect,Store1_Mutation_Cyber Indivudual,Store1_Mutation_Cyber Multiple,Store1_Mutation_In Home,Store1_Mutation_WiFi Prioritise,Store1_Mutation_Bundle Better,Store1_Mutation_Bundle Price,Store1_Mutation_Competitor Price,Store2_Plan,Store2_Addons,Store2_TariffSpend,Store2_UpfrontSpend,Store2_AddonsSpend,Store2_DataAllowance,Store2_ContractLength,Store2_TotalMonthlySpend,Store2_Mutation_Upfront,Store2_Mutation_StartingPrice,Store2_Mutation_F1 to F2,Store2_Mutation_F2 to F3,Store2_Mutation_F36 to F55,Store2_Mutation_F55 to F150,Store2_Mutation_F150 to F300,Store2_Mutation_F300 to F500,Store2_Mutation_F500 to F900,Store2_Mutation_Complete WiFi,Store2_Mutation_Hybrid Connect,Store2_Mutation_Cyber Indivudual,Store2_Mutation_Cyber Multiple,Store2_Mutation_In Home,Store2_Mutation_WiFi Prioritise,Store2_Mutation_Bundle Better,Store2_Mutation_Bundle Price,Store2_Mutation_Competitor Price,mobile_provider_years,mobile_provider_months,mobile_plan_years,mobile_plan_months,mobile_contract_length,mobile_contract_expiry,mobile_data_allowance,mobile_data_usage,mobile_airtime_usage,mobile_spend,mobile_beh_socialMedia,mobile_beh_messaging,mobile_beh_blogs,mobile_beh_videos,mobile_beh_movies,mobile_beh_hotspot,mobile_beh_voice_video_chat,mobile_nwp_satisfaction,mobile_handset_make,bb_spend,bb_provider_satisfaction,bb_speed,bb_fibre_available,tech_seg_statement1,tech_seg_statement2,purchase_location_handset,purchase_location_mobileplan,purchase_location_Broadband,purchase_location_Tvsubscription,gender,marital_status,householdage1,householdage2,householdage3,householdage4,householdage5,householdage6,N_bedrooms,currentLocation_Year,currentLocation_Month,working_status,personal_income,house_location,ukregion,ChiefIncomeEarner
1,Vodafone,EE,6,Vodafone,O2,FTTP,33,No. 14,No. 1,No. 1,No. 5,COMPETITOR_VODAFONE,EE_NAYAN,PLAN_8,No. NA,41.00,41.00,0.00,0.00,25000,24.00,41.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_500,BEST_BUNDLE,37.99,29.99,22.00,No. NA,24.00,59.99,4,2,No. NA,No. NA,3,1,3,1,3,1,0,0,1,1,0,1,1,No. NA,5.00,6.00,0.00,6.00,4.00,No. 5,No. 3,No. 2,No. 5,40.00,No. 5,No. 7,No. 3,No. 7,No. 1,No. 1,No. 4,5.00,No. 10,50.00,5.00,No. 4,7,No. 5,No. 5,No. 1,No. 1,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,4.00,6.00,No. 2,No. 7,No. 3,No. 6,No. 1
0,BT,EE,1,BT,O2,FTTP,73,No. 14,No. 4,No. 15,No. 5,COMPETITOR_BT,EE_NAYAN_4,PLAN_FIBRE_ESSENTIAL,No. NA,22.00,22.00,10.00,0.00,No. NA,24.00,22.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,FULL_FIBRE_150,No. NA,26.99,9.99,0.00,No. NA,24.00,26.99,1,0,No. NA,No. NA,0,3,1,4,3,1,1,1,1,0,0,0,0,No. NA,11.00,0.00,3.00,0.00,1.00,No. 1,No. 1,No. 1,No. 1,10.00,No. 4,No. 2,No. 4,No. 1,No. 1,No. 1,No. 2,6.00,No. 1,22.00,6.00,No. 3,7,No. 7,No. 1,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,16.00,5.00,No. 7,No. 10,No. 3,No. 2,No. 3
2,Vodafone,EE,5,Vodafone,EE,FTTP,32,No. 15,No. 2,No. 15,No. 8,COMPETITOR_VODAFONE,EE_NAYAN_4,PLAN_8,No. NA,37.00,37.00,0.00,0.00,25000,24.00,37.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FULL_FIBRE_500,No. NA,38.99,19.99,0.00,No. NA,24.00,38.99,5,1,No. NA,No. NA,0,2,1,4,3,0,1,0,0,0,0,0,1,No. NA,10.00,5.00,0.00,3.00,3.00,No. 4,No. 9,No. 4,No. 2,20.00,No. 3,No. 5,No. 4,No. 5,No. 5,No. 6,No. 4,7.00,No. 1,20.00,4.00,No. 7,1,No. 4,No. 3,No. 3,No. 3,No. 2,No. 3,No. 2,No. 2,No. 0,No. 1,No. 1,No. 0,No. 0,No. 1,2.00,1.00,6.00,No. 6,No. 3,No. 2,No. 7,No. 6
0,EE,Vodafone,5,Vodafone,O2,FTTP,35,No. 14,No. 3,No. 3,No. 5,EE_NAYAN,COMPETITOR_VODAFONE,FULL_FIBRE_150,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_PAYG",24.00,32.99,29.99,35.00,No. NA,24.00,67.99,4,5,No. NA,No. NA,3,1,0,3,2,1,1,0,0,0,1,2,2,No. NA,PLAN_5,No. NA,24.00,0.00,0.00,6000,24.00,24.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,6.00,6.00,3.00,0.00,1.00,No. 1,No. 2,No. 1,No. 3,8.00,No. 3,No. 3,No. 1,No. 3,No. 1,No. 1,No. 1,6.00,No. 1,41.00,4.00,No. 7,7,No. 7,No. 1,No. 2,No. 1,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,4.00,4.00,1.00,No. 6,No. 2,No. 1,No. 4,No. 7
0,Virgin,EE,3,Virgin,Other,FTTC,43,No. 8,No. 1,No. 1,No. 8,COMPETITOR_VIRGIN_FTTC,EE_NAYAN_FTTC,PLAN_VOLT_M200,No. NA,38.00,38.00,0.00,0.00,No. NA,18.00,38.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,FIBRE_3,"CYBER_INDIVIDUAL,BEST_BUNDLE",27.99,9.99,21.00,No. NA,24.00,48.99,2,1,0,3,No. NA,No. NA,No. NA,No. NA,No. NA,0,0,0,1,1,1,1,0,No. NA,7.00,0.00,1.00,0.00,6.00,No. 5,No. 3,No. 3,No. 1,28.00,No. 5,No. 5,No. 4,No. 1,No. 1,No. 1,No. 3,4.00,No. 1,36.00,6.00,No. 4,7,No. 6,No. 3,No. 2,No. 2,No. 2,No. 2,No. 2,No. 3,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,1.00,0.00,No. 1,No. 4,No. 2,No. 8,No. 2
3,EE,BT,8,EE,O2,FTTP,30,No. 14,No. 1,No. 2,No. 3,EE_NAYAN_4,COMPETITOR_BT,FULL_FIBRE_1000,"CYBER_INDIVIDUAL,WIFI_PRIORITISE,BEST_BUNDLE,HPP_700_MINS,TV_VIP",45.99,45.99,30.00,40.00,No. NA,24.00,159.99,2,1,No. NA,No. NA,0,3,2,3,2,0,1,1,1,0,0,1,2,No. NA,PLAN_FIBRE_900,No. NA,57.00,9.99,0.00,No. NA,24.00,57.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,7.00,0.00,2.00,0.00,4.00,No. 3,No. 8,No. 6,No. 1,65.00,No. 6,No. 4,No. 4,No. 6,No. 1,No. 2,No. 2,5.00,No. 1,80.00,5.00,No. 6,No. NA,No. 4,No. 5,No. 2,No. 2,No. 3,No. 3,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,2.00,2.00,0.00,No. 1,No. 5,No. 2,No. 2,No. 5
0,EE,Virgin,10,Virgin,EE,FTTP,23,No. 15,No. 1,No. 2,No. 3,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_150,WHOLE_HOME_WIFI,31.00,31.99,9.99,10.00,No. NA,24.00,41.99,2,3,No. NA,No. NA,3,2,0,2,3,1,0,0,1,0,1,1,0,No. NA,PLAN_VOLT_M200,No. NA,31.00,0.00,0.00,No. NA,18.00,31.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,2.00,0.00,2.00,0.00,4.00,No. 2,No. 4,No. 3,No. 1,45.00,No. 7,No. 4,No. 3,No. 4,No. 5,No. 2,No. 2,3.00,No. 1,10.00,7.00,No. 2,6,No. 7,No. 1,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,2.00,0.00,No. 1,No. 5,No. 1,No. 6,No. 3
1,EE,Vodafone,9,Vodafone,Three,FTTP,32,No. 1,No. 1,No. 8,No. 14,EE_NAYAN_3,COMPETITOR_VODAFONE,FULL_FIBRE_150,WHOLE_HOME_WIFI,22.00,27.99,29.99,8.00,No. NA,24.00,35.99,4,2,No. NA,No. NA,2,0,1,3,3,0,0,1,0,1,1,1,1,No. NA,PLAN_3,INTERNATIONAL_300,22.00,0.00,5.00,6000,24.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,4.00,5.00,0.00,5.00,4.00,No. 3,No. 4,No. 5,No. 4,40.00,No. 5,No. 5,No. 3,No. 5,No. 5,No. 2,No. 4,3.00,No. 10,25.00,3.00,No. 7,7,No. 4,No. 4,No. 1,No. 1,No. 3,No. 2,No. 2,No. 1,No. 0,No. 2,No. 0,No. 0,No. 2,No. 4,5.00,5.00,7.00,No. 6,No. 3,No. 3,No. 4,No. 4
1,EE,BT,10,BT,Other,FTTC,68,No. 7,No. 2,No. 4,No. 8,EE_NAYAN_FTTC,COMPETITOR_BT_FTTC,FIBRE_1,No. NA,27.00,27.99,19.99,0.00,No. NA,24.00,27.99,5,6,0,1,No. NA,No. NA,No. NA,No. NA,No. NA,1,0,0,1,0,1,0,2,No. NA,PLAN_FIBRE_ESSENTIAL,No. NA,27.00,10.00,0.00,No. NA,24.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,10.00,0.00,0.00,9.00,3.00,No. 2,No. 11,No. 8,No. 4,7.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 6,No. 1,4.00,No. 8,22.00,3.00,No. 1,7,No. 7,No. 1,No. 1,No. 1,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,30.00,0.00,No. 7,No. 10,No. 3,No. 2,No. 4
2,EE,Virgin,8,Virgin,Other,FTTC,28,No. 18,No. 2,No. 1,No. 1,EE_NAYAN_FTTC,COMPETITOR_VIRGIN_FTTC,FIBRE_3,"WIFI_PRIORITISE,BEST_BUNDLE,HPP_UNLIM,TV_VIP",44.00,32.99,39.99,29.00,No. NA,24.00,135.99,2,6,2,1,No. NA,No. NA,No. NA,No. NA,No. NA,1,1,1,1,0,1,0,0,No. NA,PLAN_M100,No. NA,44.00,0.00,0.00,No. NA,18.00,44.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,0.00,3.00,0.00,3.00,3.00,No. 4,No. 7,No. 5,No. 2,15.00,No. 8,No. 6,No. 3,No. 4,No. 1,No. 2,No. 2,3.00,No. 1,50.00,6.00,No. 5,5,No. 5,No. 2,No. 1,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,1.00,8.00,No. 1,No. 5,No. 3,No. 3,No. 3
0,BT,EE,5,BT,Other,FTTP,47,No. 3,No. 2,No. 3,No. 5,COMPETITOR_BT,EE_NAYAN,PLAN_FIBRE_500,No. NA,45.00,45.00,9.99,0.00,No. NA,24.00,50.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,FULL_FIBRE_500,No. NA,37.99,9.99,0.00,No. NA,24.00,37.99,1,2,No. NA,No. NA,2,1,0,3,3,1,0,0,1,0,0,0,2,No. NA,2.00,4.00,2.00,4.00,4.00,No. 4,No. 5,No. 2,No. 1,10.00,No. 8,No. 7,No. 6,No. 8,No. 8,No. 8,No. 8,7.00,No. 1,50.00,6.00,No. 5,5,No. 1,No. 7,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 1,No. 0,No. 0,No. 2,1.00,0.00,8.00,No. 1,No. 6,No. 3,No. 2,No. 2
0,EE,Virgin,7,Virgin,EE,FTTP,42,No. 15,No. 1,No. 2,No. 3,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_150,"WIFI_PRIORITISE,BEST_BUNDLE,TV_BIG_ENTERTAINMENT",32.00,32.99,49.99,20.00,No. NA,24.00,79.99,0,8,No. NA,No. NA,0,1,3,1,2,0,1,0,1,0,0,0,1,No. NA,PLAN_VOLT_M100,No. NA,32.00,0.00,0.00,No. NA,18.00,32.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,11.00,0.00,1.00,6.00,4.00,No. 4,No. 4,No. 3,No. 2,43.00,No. 5,No. 4,No. 4,No. 2,No. 1,No. 1,No. 2,5.00,No. 10,42.00,5.00,No. 2,2,No. 7,No. 2,No. 2,No. 2,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 1,No. 1,No. 0,No. 2,3.00,15.00,8.00,No. 1,No. 5,No. 5,No. 11,No. 3
0,EE,BT,7,EE,O2,FTTC,44,No. 14,No. 1,No. 2,No. 3,EE_NAYAN_FTTC,COMPETITOR_BT_FTTC,FIBRE_3,HYBRID_CONNECT,27.99,27.99,9.99,5.00,No. NA,24.00,32.99,1,0,2,2,No. NA,No. NA,No. NA,No. NA,No. NA,0,0,1,0,1,1,1,0,No. NA,PLAN_FIBRE_2,COMPLETE_WIFI,33.00,0.00,12.00,No. NA,24.00,55.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,11.00,0.00,1.00,0.00,4.00,No. 4,No. 4,No. 4,No. 2,30.00,No. 5,No. 5,No. 1,No. 1,No. 1,No. 1,No. 2,5.00,No. 10,20.00,4.00,No. 3,7,No. 4,No. 4,No. 3,No. 3,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 2,No. 1,No. 0,No. 3,2.00,16.00,3.00,No. 6,No. 4,No. 2,No. 9,No. 5
0,Virgin,EE,0,Virgin,Sky,FTTC,22,No. 25,No. 1,No. 2,No. 14,COMPETITOR_VIRGIN_FTTC,EE_NAYAN_FTTC,PLAN_VOLT_M100,No. NA,32.00,32.00,0.00,0.00,No. NA,18.00,32.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,FIBRE_1,No. NA,26.99,29.99,0.00,No. NA,24.00,26.99,2,5,0,0,No. NA,No. NA,No. NA,No. NA,No. NA,1,1,0,0,0,1,1,0,No. NA,1.00,2.00,1.00,2.00,4.00,No. 4,No. 7,No. 4,No. 5,48.00,No. 8,No. 4,No. 1,No. 5,No. 2,No. 1,No. 6,6.00,No. 1,50.00,5.00,No. 2,7,No. 4,No. 3,No. 3,No. 3,No. 3,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 1,2.00,2.00,5.00,No. 6,No. 1,No. 2,No. 11,No. 7
1,Sky,EE,0,Sky,Three,FTTP,41,No. 1,No. 1,No. 2,No. 3,COMPETITOR_SKY,EE_NAYAN_2,PLAN_SUPERFAST,No. NA,25.00,25.00,0.00,0.00,No. NA,18.00,25.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,FULL_FIBRE_150,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,TV_ENTERTAINMENT",29.99,39.99,30.00,No. NA,24.00,76.99,6,3,No. NA,No. NA,2,1,2,3,No. NA,1,1,1,1,0,0,2,0,No. NA,1.00,6.00,1.00,6.00,4.00,No. 4,No. 11,No. 4,No. 1,33.00,No. 5,No. 5,No. 5,No. 2,No. 2,No. 1,No. 3,3.00,No. 1,25.00,6.00,No. 2,2,No. 7,No. 2,No. 2,No. 2,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 1,No. 0,No. 0,No. 2,4.00,21.00,2.00,No. 2,No. 4,No. 1,No. 12,No. 2
2,Vodafone,EE,7,EE,Three,FTTP,39,No. 1,No. 4,No. 2,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_4,PLAN_1,INTERNATIONAL_300,29.99,21.00,0.00,5.00,2000,24.00,26.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,FULL_FIBRE_150,HPP_PAYG,29.99,9.99,5.00,No. NA,24.00,34.99,2,2,No. NA,No. NA,2,2,1,2,3,0,1,1,0,1,1,2,2,No. NA,2.00,2.00,3.00,10.00,1.00,No. 1,No. 6,No. 6,No. 3,10.00,No. 2,No. 3,No. 5,No. 3,No. 2,No. 4,No. 5,6.00,No. 10,39.00,5.00,No. 4,3,No. 2,No. 6,No. 1,No. 1,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 1,No. 0,No. 0,No. 2,4.00,4.00,3.00,No. 5,No. 4,No. 2,No. 10,No. 1
2,EE,Virgin,5,EE,Other,FTTP,62,No. 22,No. 3,No. 4,No. 8,EE_NAYAN_2,COMPETITOR_VIRGIN,FULL_FIBRE_36,"HYBRID_CONNECT,HPP_700_MINS",26.99,26.99,29.99,13.00,No. NA,24.00,39.99,4,5,No. NA,No. NA,2,1,0,3,No. NA,1,0,0,0,1,1,1,0,No. NA,PLAN_VOLT_M200,No. NA,38.00,0.00,0.00,No. NA,18.00,38.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,0.00,2.00,0.00,2.00,2.00,No. 1,No. 7,No. 3,No. 1,10.00,No. 5,No. 4,No. 1,No. 4,No. 2,No. 1,No. 1,6.00,No. 10,42.00,5.00,No. 3,3,No. 6,No. 5,No. 2,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,2.00,27.00,0.00,No. 1,No. 10,No. 3,No. 6,No. 2
0,EE,BT,0,EE,Other,FTTP,57,No. 11,No. 2,No. 5,No. 5,EE_NAYAN_4,COMPETITOR_BT,FULL_FIBRE_150,No. NA,28.99,28.99,9.99,0.00,No. NA,24.00,28.99,6,3,No. NA,No. NA,0,2,2,3,2,1,1,0,1,1,1,1,1,No. NA,PLAN_FIBRE_2,No. NA,33.00,0.00,0.00,No. NA,24.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,2.00,6.00,2.00,6.00,4.00,No. 5,No. 3,No. 1,No. 1,6.00,No. 1,No. 3,No. 3,No. 2,No. 1,No. 1,No. 1,5.00,No. 8,18.00,6.00,No. 3,3,No. 6,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,15.00,0.00,No. 2,No. 4,No. 4,No. 8,No. 4
0,Vodafone,EE,10,Vodafone,O2,FTTP,41,No. 14,No. 1,No. 2,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_3,PLAN_5,No. NA,22.00,22.00,0.00,0.00,6000,24.00,22.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,FULL_FIBRE_55,No. NA,30.99,19.99,0.00,No. NA,24.00,30.99,5,5,No. NA,No. NA,3,3,2,1,3,1,0,1,1,0,1,2,1,No. NA,8.00,6.00,1.00,7.00,4.00,No. 3,No. 3,No. 2,No. 4,21.50,No. 4,No. 3,No. 4,No. 5,No. 1,No. 1,No. 1,4.00,No. 5,57.50,3.00,No. 4,4,No. 7,No. 3,No. 2,No. 2,No. 3,No. 3,No. 2,No. 1,No. 1,No. 1,No. 1,No. 0,No. 0,No. 2,3.00,0.00,7.00,No. 6,No. 4,No. 3,No. 6,No. 4
1,BT,EE,9,EE,O2,FTTP,29,No. 14,No. 1,No. 2,No. 8,COMPETITOR_BT,EE_NAYAN_3,PLAN_FIBRE_ESSENTIAL,ALWAYS_ON,28.99,22.00,10.00,7.00,No. NA,24.00,34.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,FULL_FIBRE_55,WHOLE_HOME_WIFI,28.99,39.99,8.00,No. NA,24.00,36.99,3,6,No. NA,No. NA,0,0,3,4,0,0,1,1,1,1,0,2,1,No. NA,2.00,0.00,4.00,0.00,2.00,No. 3,No. 7,No. 4,No. 3,25.00,No. 3,No. 3,No. 3,No. 4,No. 2,No. 2,No. 3,6.00,No. 11,30.00,6.00,No. 4,3,No. 5,No. 6,No. 2,No. 2,No. 1,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,4.00,0.00,No. 1,No. 6,No. 3,No. 6,No. 2
1,EE,Virgin,4,Virgin,Other,FTTP,57,No. 11,No. 1,No. 3,No. 2,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_150,"BEST_BUNDLE,TV_BIG_ENTERTAINMENT",30.00,29.99,69.99,24.00,No. NA,24.00,80.99,3,3,No. NA,No. NA,1,2,3,1,3,1,1,1,0,1,1,2,0,No. NA,PLAN_VOLT_M100,No. NA,30.00,0.00,0.00,No. NA,18.00,30.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,9.00,1.00,1.00,1.00,4.00,No. 4,No. 5,No. 8,No. 2,25.00,No. 3,No. 3,No. 4,No. 2,No. 1,No. 2,No. 2,6.00,No. 10,20.00,7.00,No. 4,7,No. 5,No. 6,No. 3,No. 3,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,27.00,8.00,No. 1,No. 6,No. 1,No. 5,No. 2
2,EE,BT,5,EE,EE,FTTP,67,No. 15,No. 1,No. 6,No. 5,EE_NAYAN_4,COMPETITOR_BT,FULL_FIBRE_150,HPP_UNLIM,28.99,28.99,29.99,10.00,No. NA,24.00,38.99,4,3,No. NA,No. NA,1,1,2,2,3,0,1,1,1,0,1,2,1,No. NA,PLAN_FIBRE_ESSENTIAL,No. NA,25.00,10.00,0.00,No. NA,24.00,25.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,2.00,3.00,2.00,3.00,4.00,No. 1,No. 3,No. 8,No. 5,25.00,No. 4,No. 3,No. 3,No. 2,No. 1,No. 2,No. 4,4.00,No. 5,38.00,4.00,No. 2,7,No. 7,No. 3,No. 3,No. 3,No. 2,No. 3,No. 2,No. 3,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,2.00,5.00,1.00,No. 1,No. 10,No. 3,No. 8,No. 2
2,EE,BT,8,BT,Other,FTTP,29,No. 21,No. 3,No. 2,No. 3,EE_NAYAN,COMPETITOR_BT,FULL_FIBRE_150,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_700_MINS,TV_BIG_ENTERTAINMENT",30.00,28.99,49.99,28.00,No. NA,24.00,83.99,0,1,No. NA,No. NA,1,3,1,3,2,1,0,0,1,1,0,0,2,No. NA,PLAN_FIBRE_1,No. NA,30.00,0.00,0.00,No. NA,24.00,30.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,8.00,0.00,1.00,0.00,3.00,No. 2,No. 3,No. 2,No. 1,6.00,No. 6,No. 6,No. 4,No. 2,No. 2,No. 1,No. 3,6.00,No. 1,30.00,6.00,No. 3,5,No. 6,No. 6,No. 2,No. 3,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,2.00,6.00,No. 1,No. 5,No. 4,No. 10,No. 2
0,Sky,EE,0,Sky,Vodafone,FTTP,41,No. 12,No. 1,No. 2,No. 3,COMPETITOR_SKY,EE_NAYAN_4,PLAN_SUPERFAST,WIFI_GUARANTEE,25.00,25.00,0.00,5.00,No. NA,18.00,30.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,FULL_FIBRE_150,WHOLE_HOME_WIFI,31.99,9.99,10.00,No. NA,24.00,41.99,6,6,No. NA,No. NA,0,2,1,1,3,1,1,0,1,0,1,0,1,No. NA,11.00,0.00,11.00,6.00,4.00,No. 4,No. 8,No. 5,No. 3,48.00,No. 2,No. 4,No. 4,No. 1,No. 1,No. 1,No. 1,3.00,No. 1,30.00,5.00,No. 4,7,No. 6,No. 1,No. 3,No. 3,No. 3,No. 3,No. 2,No. 2,No. 0,No. 1,No. 0,No. 2,No. 3,No. 3,3.00,23.00,3.00,No. 1,No. 6,No. 3,No. 6,No. 4
